path,speakerId,transcription,action,object,location,Self-reported fluency level ,First Language spoken,Current language used for work/school,gender,ageRange,prediction,total_silence,total_duration,trimmed_duration,n_words,speed_rate_word,speed_rate_word_trimmed
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/572fb520-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Lamp off,deactivate,lamp,none,native,English (United States),English (United States),female,22-40,0,2.033,2.731,0.731,2,1.3655,0.3655
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/5ad600d0-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Switch the lights on,activate,lights,none,native,English (United States),English (United States),female,22-40,1,2.3089999999999997,3.328,1.028,4,0.832,0.257
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/5e6a4b20-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Turn on the kitchen lights,activate,lights,kitchen,native,English (United States),English (United States),female,22-40,1,2.057,3.243,1.215,5,0.6486,0.24300000000000002
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/6235d210-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Switch on the kitchen lights,activate,lights,kitchen,native,English (United States),English (United States),female,22-40,1,2.111,3.499,2.495,5,0.6998,0.499
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/65c428f0-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Turn the lights on in the kitchen,activate,lights,kitchen,native,English (United States),English (United States),female,22-40,1,1.9340000000000002,3.328,1.4060000000000001,7,0.4754285714285714,0.20085714285714287
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/6948e2e0-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Switch on the lights in the kitchen,activate,lights,kitchen,native,English (United States),English (United States),female,22-40,1,1.61,3.157,1.6640000000000001,7,0.451,0.23771428571428574
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/6ccdc3e0-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Lights on in the kitchen,activate,lights,kitchen,native,English (United States),English (United States),female,22-40,1,1.858,3.072,1.229,5,0.6144000000000001,0.24580000000000002
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/6feb0970-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Kitchen lights on,activate,lights,kitchen,native,English (United States),English (United States),female,22-40,1,1.8659999999999997,2.816,1.734,3,0.9386666666666666,0.578
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/7361b9a0-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Switch the kitchen lights on,activate,lights,kitchen,native,English (United States),English (United States),female,22-40,1,1.715,3.157,2.114,5,0.6314,0.42279999999999995
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/7703bf90-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Turn the kitchen lights on,activate,lights,kitchen,native,English (United States),English (United States),female,22-40,1,1.9379999999999997,3.328,1.397,5,0.6656,0.2794
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/7a9794b0-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Turn on the lights in the bedroom,activate,lights,bedroom,native,English (United States),English (United States),female,22-40,1,1.9129999999999998,3.243,1.57,7,0.46328571428571425,0.22428571428571428
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/7de81f40-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Turn the bedroom lights on,activate,lights,bedroom,native,English (United States),English (United States),female,22-40,1,1.521,2.901,1.39,5,0.5801999999999999,0.27799999999999997
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/8180af50-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Switch on the lights in the bedroom,activate,lights,bedroom,native,English (United States),English (United States),female,22-40,1,1.725,3.157,1.447,7,0.451,0.2067142857142857
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/851c9ac0-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Switch the bedroom lights on,activate,lights,bedroom,native,English (United States),English (United States),female,22-40,1,1.884,3.243,1.371,5,0.6486,0.2742
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/88553080-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Lights on in the bedroom,activate,lights,bedroom,native,English (United States),English (United States),female,22-40,1,1.8449999999999998,2.901,1.0659999999999998,5,0.5801999999999999,0.21319999999999997
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/8bae1f80-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Bedroom lights on,activate,lights,bedroom,native,English (United States),English (United States),female,22-40,1,2.025,2.987,0.976,3,0.9956666666666667,0.3253333333333333
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/8f13b8b0-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Turn on the washroom lights,activate,lights,washroom,native,English (United States),English (United States),female,22-40,1,1.717,3.072,1.374,5,0.6144000000000001,0.27480000000000004
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/93120f70-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Turn the washroom lights on,activate,lights,washroom,native,English (United States),English (United States),female,22-40,1,1.962,3.669,1.7189999999999999,5,0.7338,0.3438
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/9bea01c0-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Lights on in the washroom,activate,lights,washroom,native,English (United States),English (United States),female,22-40,1,1.9049999999999998,3.157,1.267,5,0.6314,0.25339999999999996
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/9ef211a0-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Washroom lights on,activate,lights,washroom,native,English (United States),English (United States),female,22-40,1,1.6059999999999999,2.645,1.056,3,0.8816666666666667,0.35200000000000004
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/a25efdd0-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Turn on the bathroom lights,activate,lights,washroom,native,English (United States),English (United States),female,22-40,1,1.691,2.987,1.314,5,0.5974,0.26280000000000003
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/a60e9850-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Turn the bathroom lights on,activate,lights,washroom,native,English (United States),English (United States),female,22-40,1,1.7110000000000003,2.987,1.295,5,0.5974,0.259
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/aa0a08e0-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Switch on the bathroom lights,activate,lights,washroom,native,English (United States),English (United States),female,22-40,1,2.218,3.669,2.379,5,0.7338,0.4758
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/ad929360-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Lights on in the bathroom,activate,lights,washroom,native,English (United States),English (United States),female,22-40,1,2.1399999999999997,3.328,1.1989999999999998,5,0.6656,0.23979999999999996
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/b085bbb0-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Bathroom lights on,activate,lights,washroom,native,English (United States),English (United States),female,22-40,1,1.671,2.645,0.985,3,0.8816666666666667,0.3283333333333333
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/b398c810-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Switch the lights off,deactivate,lights,none,native,English (United States),English (United States),female,22-40,1,1.522,2.56,1.069,4,0.64,0.26725
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/b6d99b30-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Turn off the kitchen lights,deactivate,lights,kitchen,native,English (United States),English (United States),female,22-40,1,1.6099999999999999,2.901,1.308,5,0.5801999999999999,0.2616
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/ba5ddff0-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Turn the lights off in the kitchen,deactivate,lights,kitchen,native,English (United States),English (United States),female,22-40,1,1.6560000000000001,3.072,1.43,7,0.4388571428571429,0.20428571428571426
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/bdfed470-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Switch off the lights in the kitchen,deactivate,lights,kitchen,native,English (United States),English (United States),female,22-40,1,1.8939999999999997,3.413,1.5350000000000001,7,0.48757142857142854,0.2192857142857143
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/c1d271b0-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Switch the lights off in the kitchen,deactivate,lights,kitchen,native,English (United States),English (United States),female,22-40,1,1.9720000000000002,3.584,1.625,7,0.512,0.23214285714285715
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/c51fef00-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Lights off in the kitchen,deactivate,lights,kitchen,native,English (United States),English (United States),female,22-40,1,1.678,2.901,1.238,5,0.5801999999999999,0.2476
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/c855c5a0-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Kitchen lights off,deactivate,lights,kitchen,native,English (United States),English (United States),female,22-40,1,1.75,2.731,1.007,3,0.9103333333333333,0.3356666666666666
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/cbc12b30-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Turn off the lights in the bedroom,deactivate,lights,bedroom,native,English (United States),English (United States),female,22-40,1,1.7519999999999998,3.072,1.3390000000000002,7,0.4388571428571429,0.1912857142857143
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/cf092a40-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Turn the bedroom lights off,deactivate,lights,bedroom,native,English (United States),English (United States),female,22-40,1,1.4669999999999999,2.731,1.286,5,0.5462,0.2572
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/d2e293e0-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Switch off the lights in the bedroom,deactivate,lights,bedroom,native,English (United States),English (United States),female,22-40,1,1.9309999999999998,3.413,1.5020000000000002,7,0.48757142857142854,0.2145714285714286
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/d6911cf0-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Switch the bedroom lights off,deactivate,lights,bedroom,native,English (United States),English (United States),female,22-40,1,1.918,3.328,1.444,5,0.6656,0.2888
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/d9c96490-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Lights off in the bedroom,deactivate,lights,bedroom,native,English (United States),English (United States),female,22-40,1,1.6119999999999999,2.731,1.134,5,0.5462,0.22679999999999997
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/dd2316e0-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Bedroom lights off,deactivate,lights,bedroom,native,English (United States),English (United States),female,22-40,1,1.9779999999999998,2.901,0.9650000000000001,3,0.967,0.3216666666666667
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/e0367160-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Turn off the washroom lights,deactivate,lights,washroom,native,English (United States),English (United States),female,22-40,1,1.343,2.731,1.4140000000000001,5,0.5462,0.28280000000000005
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/e3676600-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Switch off the washroom lights,deactivate,lights,washroom,native,English (United States),English (United States),female,22-40,1,1.156,2.645,1.52,5,0.529,0.304
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/e68d3710-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Lights off in the washroom,deactivate,lights,washroom,native,English (United States),English (United States),female,22-40,1,1.5919999999999996,2.816,1.233,5,0.5631999999999999,0.2466
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/e9a8a7e0-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Washroom lights off,deactivate,lights,washroom,native,English (United States),English (United States),female,22-40,1,1.7889999999999997,2.816,1.072,3,0.9386666666666666,0.35733333333333334
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/ec382c60-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Turn volume up,increase,volume,none,native,English (United States),English (United States),female,22-40,1,1.315,2.048,0.9430000000000001,3,0.6826666666666666,0.31433333333333335
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/eebd50a0-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Turn sound up,increase,volume,none,native,English (United States),English (United States),female,22-40,1,1.362,2.133,0.9269999999999999,3,0.711,0.309
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/f1519010-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Turn it up,increase,volume,none,native,English (United States),English (United States),female,22-40,1,1.693,2.133,0.46099999999999997,3,0.711,0.15366666666666665
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/f4317e80-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Make it louder,increase,volume,none,native,English (United States),English (United States),female,22-40,1,1.6839999999999997,2.389,0.722,3,0.7963333333333332,0.24066666666666667
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/f6c9dca0-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Louder,increase,volume,none,native,English (United States),English (United States),female,22-40,1,1.684,2.133,0.469,1,2.133,0.469
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/fa0c3660-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Volume max,increase,volume,none,native,English (United States),English (United States),female,22-40,0,1.831,2.731,0.91,2,1.3655,0.455
fluent_speech_commands_dataset/wavs/speakers/4BrX8aDqK2cLZRYl/fd0b4590-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,Louder please,increase,volume,none,native,English (United States),English (United States),female,22-40,0,1.8809999999999998,2.645,0.781,2,1.3225,0.3905
